"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2024-11-27 ~ 2025-11-26"
"실거래구분 : 상업업무용(매매)"
"주소구분 : 지번주소"
"시도 : 서울특별시"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","유형","지번","도로명","용도지역","건축물주용도","도로조건","전용/연면적(㎡)","대지면적(㎡)","거래금액(만원)","층","매수","매도","계약년월","계약일","지분구분","건축년도","해제사유발생일","거래유형","중개사소재지"
"157","서울특별시 중구 을지로6가","집합","18-35","장충단로","일반상업","제1종근린생활","25m이상","3.77"," ","4,900","1","법인","개인","202511","21","","2002","-","직거래","-"
"158","서울특별시 중구 을지로6가","집합","18-35","장충단로","일반상업","제1종근린생활","25m이상","3.77"," ","4,900","","법인","개인","202511","21","","2002","-","직거래","-"
"159","서울특별시 중구 을지로6가","집합","18-35","장충단로","일반상업","제1종근린생활","25m이상","4.23"," ","4,950","","법인","개인","202511","21","","2002","-","직거래","-"
"160","서울특별시 중구 을지로6가","집합","18-35","장충단로","일반상업","제1종근린생활","25m이상","3.77"," ","1,500","","법인","개인","202511","21","","2002","-","직거래","-"
"161","서울특별시 중구 을지로6가","집합","18-35","장충단로","일반상업","기타","25m이상","3.77"," ","1,900","","법인","개인","202511","21","","2002","-","직거래","-"
"162","서울특별시 중구 을지로6가","집합","18-35","장충단로","일반상업","기타","25m이상","5.64"," ","2,300","","법인","개인","202511","21","","2002","-","직거래","-"
"163","서울특별시 중구 을지로6가","집합","18-35","장충단로","일반상업","제1종근린생활","25m이상","5.99"," ","3,100","","법인","개인","202511","21","","2002","-","직거래","-"
"164","서울특별시 중구 을지로6가","집합","18-35","장충단로","일반상업","제1종근린생활","25m이상","3.77"," ","3,150","","법인","개인","202511","21","","2002","-","직거래","-"
"165","서울특별시 중구 을지로6가","집합","18-35","장충단로","일반상업","제1종근린생활","25m이상","4.40"," ","3,200","","법인","개인","202511","21","","2002","-","직거래","-"
"166","서울특별시 중구 을지로6가","집합","18-35","장충단로","일반상업","제1종근린생활","25m이상","3.77"," ","3,000","","법인","개인","202511","21","","2002","-","직거래","-"
"167","서울특별시 중구 을지로6가","집합","18-35","장충단로","일반상업","제1종근린생활","25m이상","6.24"," ","3,800","","법인","개인","202511","21","","2002","-","직거래","-"
"168","서울특별시 중구 을지로6가","집합","18-35","장충단로","일반상업","제1종근린생활","25m이상","6.24"," ","3,600","","법인","개인","202511","21","","2002","-","직거래","-"
"169","서울특별시 중구 을지로6가","집합","18-35","장충단로","일반상업","제1종근린생활","25m이상","3.77"," ","1,500","","법인","개인","202511","21","","2002","-","직거래","-"
"170","서울특별시 중구 을지로6가","집합","18-35","장충단로","일반상업","제1종근린생활","25m이상","3.84"," ","3,200","","법인","개인","202511","21","","2002","-","직거래","-"
"171","서울특별시 중구 을지로6가","집합","18-35","장충단로","일반상업","제1종근린생활","25m이상","3.77"," ","2,000","","법인","개인","202511","21","","2002","-","직거래","-"
"172","서울특별시 중구 을지로6가","집합","18-35","장충단로","일반상업","제1종근린생활","25m이상","3.77"," ","2,000","","법인","개인","202511","21","","2002","-","직거래","-"
"173","서울특별시 중구 을지로6가","집합","18-35","장충단로","일반상업","제1종근린생활","25m이상","3.77"," ","1,500","","법인","개인","202511","21","","2002","-","직거래","-"
"174","서울특별시 중구 을지로6가","집합","18-35","장충단로","일반상업","제1종근린생활","25m이상","3.77"," ","1,500","","법인","개인","202511","21","","2002","-","직거래","-"
"175","서울특별시 중구 을지로6가","집합","18-35","장충단로","일반상업","제1종근린생활","25m이상","3.77"," ","1,900","","법인","개인","202511","21","","2002","-","직거래","-"
"176","서울특별시 중구 을지로6가","집합","18-35","장충단로","일반상업","제1종근린생활","25m이상","3.77"," ","2,350","5","법인","개인","202511","21","","2002","-","직거래","-"
"177","서울특별시 중구 을지로6가","집합","18-35","장충단로","일반상업","제1종근린생활","25m이상","3.77"," ","2,350","5","법인","개인","202511","21","","2002","-","직거래","-"
"178","서울특별시 중구 을지로6가","집합","18-35","장충단로","일반상업","제1종근린생활","25m이상","3.77"," ","4,700","","법인","개인","202511","21","","2002","-","직거래","-"
"179","서울특별시 중구 을지로6가","집합","18-35","장충단로","일반상업","제1종근린생활","25m이상","4.93"," ","15,750","","법인","개인","202511","21","","2002","-","직거래","-"
"180","서울특별시 금천구 가산동","집합","345-13","가산디지털1로","준공업","제2종근린생활","25m미만","121.25"," ","25,000","","법인","법인","202511","21","","2009","-","중개거래","서울 금천구"
"181","서울특별시 중구 을지로6가","집합","18-35","장충단로","일반상업","제1종근린생활","25m이상","6.24"," ","3,500","","법인","개인","202511","21","","2002","-","직거래","-"
"182","서울특별시 중구 을지로6가","집합","18-35","장충단로","일반상업","제1종근린생활","25m이상","76.93"," ","15,650","","법인","개인","202511","21","","2002","-","직거래","-"
"183","서울특별시 중구 을지로6가","집합","18-35","장충단로","일반상업","제1종근린생활","25m이상","3.77"," ","2,900","","법인","개인","202511","21","","2002","-","직거래","-"
"184","서울특별시 광진구 구의동","집합","546-4","광나루로56길","준주거","판매","25m이상","11.07"," ","600","","개인","개인","202511","21","","1998","-","직거래","-"
"185","서울특별시 중구 무교동","일반","9*","청계천로","일반상업","업무","25m미만","16444.20","1545.70","16,700,000","","법인","법인","202511","21","","1992","-","직거래","-"
"186","서울특별시 성동구 성수동2가","일반","3**","연무장길","준공업","제2종근린생활","8m미만","497.18","134.20","1,430,000","","법인","법인","202511","21","","2025","-","중개거래","서울 강남구"
"187","서울특별시 강서구 화곡동","집합","410-31","초록마을로22길","제2종일반주거","제2종근린생활","8m미만","144.82"," ","13,000","","개인","개인","202511","21","","2021","-","중개거래","서울 강서구"
"188","서울특별시 중구 을지로6가","집합","18-35","장충단로","일반상업","기타","25m이상","3.77"," ","1,800","","법인","개인","202511","21","","2002","-","직거래","-"
"189","서울특별시 동대문구 제기동","집합","892-71","왕산로","일반상업","판매","25m이상","6.60"," ","6,000","","법인","개인","202511","20","","1976","-","직거래","-"
"190","서울특별시 동대문구 제기동","집합","892-71","왕산로","일반상업","판매","25m이상","6.60"," ","6,000","","법인","개인","202511","20","","1976","-","직거래","-"
"191","서울특별시 동대문구 제기동","집합","892-71","왕산로","일반상업","판매","25m이상","7.20"," ","6,000","","법인","개인","202511","20","","1976","-","직거래","-"
"192","서울특별시 동대문구 제기동","집합","892-71","왕산로","일반상업","판매","25m이상","6.60"," ","6,000","","법인","개인","202511","20","","1976","-","직거래","-"
"193","서울특별시 동대문구 제기동","집합","892-71","왕산로","일반상업","판매","25m이상","7.07"," ","6,000","","법인","개인","202511","20","","1976","-","직거래","-"
"194","서울특별시 동대문구 제기동","집합","892-71","왕산로","일반상업","판매","25m이상","7.60"," ","6,000","2","법인","개인","202511","20","","1976","-","직거래","-"
"195","서울특별시 동대문구 제기동","집합","892-71","왕산로","일반상업","판매","25m이상","7.83"," ","6,000","","법인","법인","202511","20","","1976","-","직거래","-"
"196","서울특별시 동대문구 제기동","집합","892-71","왕산로","일반상업","판매","25m이상","7.20"," ","6,000","","법인","개인","202511","20","","1976","-","직거래","-"
"197","서울특별시 동대문구 제기동","집합","892-71","왕산로","일반상업","판매","25m이상","7.20"," ","6,000","","법인","개인","202511","20","","1976","-","직거래","-"
"198","서울특별시 동대문구 제기동","집합","892-71","왕산로","일반상업","판매","25m이상","6.60"," ","6,000","","법인","개인","202511","20","","1976","-","직거래","-"
"199","서울특별시 동대문구 제기동","집합","892-71","왕산로","일반상업","판매","25m이상","6.60"," ","6,000","","법인","개인","202511","20","","1976","-","직거래","-"
"200","서울특별시 동대문구 제기동","집합","892-71","왕산로","일반상업","판매","25m이상","7.47"," ","6,600","","법인","개인","202511","20","","1976","-","직거래","-"
"201","서울특별시 동대문구 제기동","집합","892-71","왕산로","일반상업","판매","25m이상","6.60"," ","6,000","","법인","개인","202511","20","","1976","-","직거래","-"
"202","서울특별시 동대문구 제기동","집합","892-71","왕산로","일반상업","판매","25m이상","6.60"," ","6,000","","법인","개인","202511","20","","1976","-","직거래","-"
"203","서울특별시 은평구 불광동","집합","248","통일로","제3종일반주거","교육연구","25m이상","69.77"," ","31,000","","개인","개인","202511","20","","1988","-","중개거래","서울 은평구"
"204","서울특별시 동대문구 제기동","집합","892-71","왕산로","일반상업","판매","25m이상","7.60"," ","6,000","","법인","개인","202511","20","","1976","-","직거래","-"
"205","서울특별시 동대문구 제기동","집합","892-71","왕산로","일반상업","판매","25m이상","6.82"," ","6,000","","법인","개인","202511","20","","1976","-","직거래","-"
"206","서울특별시 동대문구 제기동","집합","892-71","왕산로","일반상업","판매","25m이상","6.60"," ","6,000","","법인","개인","202511","20","","1976","-","직거래","-"
"207","서울특별시 동대문구 제기동","집합","892-71","왕산로","일반상업","판매","25m이상","6.60"," ","6,000","","법인","개인","202511","20","","1976","-","직거래","-"
"208","서울특별시 은평구 대조동","집합","240","불광로","일반상업","판매","25m이상","7.56"," ","1,000","","법인","개인","202511","20","","2005","-","직거래","-"
"209","서울특별시 서대문구 북아현동","일반","*","북아현로","제2종일반주거","제1종근린생활","25m미만","465.98","212.00","310,000","","개인","개인","202511","20","","1985","-","중개거래","서울 서대문구, 서울 용산구"
"210","서울특별시 동대문구 제기동","집합","892-71","왕산로","일반상업","판매","25m이상","7.48"," ","6,000","","법인","개인","202511","20","","1976","-","직거래","-"
"211","서울특별시 동대문구 전농동","집합","493-71","답십리로","제3종일반주거","판매","25m이상","24.46"," ","46,000","1","개인","개인","202511","20","","","-","중개거래","서울 동대문구"
"212","서울특별시 광진구 구의동","집합","546-4","광나루로56길","준주거","업무","25m이상","10.97"," ","350","","법인","개인","202511","20","","1998","-","직거래","-"
"213","서울특별시 동대문구 제기동","집합","892-71","왕산로","일반상업","판매","25m이상","6.60"," ","6,000","","법인","개인","202511","20","","1976","-","직거래","-"
"214","서울특별시 중구 을지로6가","집합","18-35","장충단로","일반상업","기타","25m이상","3.77"," ","1,800","","법인","개인","202511","20","","2002","-","중개거래","서울 중구"
"215","서울특별시 구로구 구로동","집합","1258","경인로53길","준공업","판매","25m이상","20.88"," ","25,000","13","개인","개인","202511","20","","","-","중개거래","서울 구로구"
"216","서울특별시 동대문구 제기동","집합","892-71","왕산로","일반상업","판매","25m이상","6.60"," ","6,000","","법인","개인","202511","20","","1976","-","직거래","-"
"217","서울특별시 동작구 노량진동","일반","1*","노들로2길","제3종일반주거","제2종근린생활","8m미만","10.01","33.06","20,000","","개인","개인","202511","20","지분","1957","-","직거래","-"
"218","서울특별시 중구 순화동","집합","151","칠패로","일반상업","업무","25m이상","120.26"," ","93,000","7","개인","법인","202511","20","","","-","중개거래","서울 중구"
"219","서울특별시 동대문구 제기동","집합","892-71","왕산로","일반상업","판매","25m이상","7.20"," ","6,000","1","법인","개인","202511","20","","1976","-","직거래","-"
